id,type,name,external_id
malware--72f54d66-675d-4587-9bd3-4ed09f9522e4,malware,Carbanak,S0030
malware--7343e208-7cab-45f2-a47b-41ba5e2f0fab,malware,XTunnel,S0117
malware--73a4793a-ce55-4159-b2a6-208ef29b326f,malware,Hydraq,S0203
malware--73c4711b-407a-449d-b269-e3b1531fe7a9,malware,SHARPSTATS,S0450
malware--73d08401-005f-4e1f-90b9-8f45d120879f,malware,Ferocious,S0679
malware--7451bcf9-e6e6-4a70-bc3d-1599173d0035,malware,HOMEFRY,S0232
malware--750eb92a-7fdf-451e-9592-1d42357018f1,malware,CreepyDrive,S1023
malware--751b77e6-af1f-483b-93fe-eddf17f92a64,malware,Caterpillar WebShell,S0572
malware--754effde-613c-4244-a83e-fb659b2a4d06,malware,Netwalker,S0457
malware--7551188b-8f91-4d34-8350-0d0c57b2b913,malware,Elise,S0081
malware--75bba379-4ba1-467e-8c60-ec2b269ee984,malware,USBferry,S0452
malware--75ecdbf1-c2bb-4afc-a3f9-c8da4de8c661,malware,WannaCry,S0366
malware--76abb3ef-dafd-4762-97cb-a35379429db4,malware,Gazer,S0168
malware--76ac7989-c5cc-42e2-93e3-d6c476f01ace,malware,TSCookie,S0436
malware--7724581b-06ff-4d2b-b77c-80dc8d53070b,malware,Saint Bot,S1018
malware--77ca1aa3-280c-4b67-abaa-e8fb891a8f83,malware,Pay2Key,S0556
malware--77e0ecf7-ca91-4c06-8012-8e728986a87a,malware,Chaes,S0631
malware--79499993-a8d6-45eb-b343-bf58dea5bdde,malware,Briba,S0204
malware--7acb15b6-fe2c-4319-b136-6ab36ff0b2d4,malware,CharmPower,S0674
malware--7ba0fc46-197d-466d-8b9f-f1c64d5d81e5,malware,TYPEFRAME,S0263
malware--7bec698a-7e20-4fd3-bb6a-12787770fb1a,malware,3PARA RAT,S0066
malware--7bef1b56-4870-4e74-b32a-7dd88c390c44,malware,Bundlore,S0482
malware--7c58fff0-d206-4db1-96b1-e3a9e0e320b9,malware,P8RAT,S0626
malware--7cdfccda-2950-4167-981a-60872ff5d0db,malware,EVILNUM,S0568
malware--7dbb67c7-270a-40ad-836e-c45f8948aa5a,malware,KOMPROGO,S0156
malware--7e0f8b0f-716e-494d-827e-310bd6ed709e,malware,SMOKEDHAM,S0649
malware--7e100ca4-e639-48d9-9a9d-8ad84aa7b448,malware,Mori,S1047
malware--7e6c2a9d-9dc1-4eb0-b27c-91e8076a9d77,malware,QUADAGENT,S0269
malware--7f4bbe05-1674-4087-8a16-8f1ad61b6152,malware,TAINTEDSCRIBE,S0586
malware--7f8730af-f683-423f-9ee1-5f6875a80481,malware,Sys10,S0060
malware--800bdfba-6d66-480f-9f45-15845c05cb5d,malware,pngdowner,S0067
malware--802a874d-7463-4f2a-99e3-6a1f5a919a21,malware,Royal,S1073
malware--805480f1-6caa-4a67-8ca9-b2b39650d986,malware,BendyBear,S0574
malware--80a014ba-3fef-4768-990b-37d8bd10d7f4,malware,Uroburos,S0022
malware--81c57a96-fc8c-4f91-af8e-63e24c2927c2,malware,Metamorfo,S0455
malware--82cb34ba-02b5-432b-b2d2-07f55cbf674d,malware,Trojan.Karagany,S0094
malware--835a79f1-842d-472d-b8f4-d54b545c341b,malware,Bandook,S0234
malware--8393dac0-0583-456a-9372-fd81691bca20,malware,PipeMon,S0501
malware--84c1ecc6-e5a2-4e8a-bf4b-651a618e0053,malware,SYNful Knock,S0519
malware--85b39628-204a-48d2-b377-ec368cbcb7ca,malware,TINYTYPHON,S0131
malware--86b92f6c-9c05-4c51-b361-4c7bb13e21a1,malware,KONNI,S0356
malware--876f6a77-fbc5-4e13-ab1a-5611986730a3,malware,T9000,S0098
malware--8787e86d-8475-4f13-acea-d33eb83b6105,malware,Winnti for Linux,S0430
malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24,malware,gh0st RAT,S0032
malware--8901ac23-6b50-410c-b0dd-d8174a86f9b3,malware,Shamoon,S0140
malware--89f63ae4-f229-4a5c-95ad-6f22ed2b5c49,malware,Skeleton Key,S0007
malware--8a2867f9-e8fc-4bf1-a860-ef6e46311900,malware,DnsSystem,S1021
malware--8a59f456-79a0-4151-9f56-9b1a67332af2,malware,MoleNet,S0553
malware--8ab98e25-1672-4b5f-a2fb-e60f08a5ea9e,malware,CORALDECK,S0212
malware--8ae43c46-57ef-47d5-a77a-eebb35628db2,malware,JHUHUGIT,S0044
malware--8b880b41-5139-4807-baa9-309690218719,malware,SPACESHIP,S0035
malware--8bd47506-29ae-44ea-a5c1-c57e8a1ab6b0,malware,BLUELIGHT,S0657
malware--8bdfe255-e658-4ddd-a11c-b854762e451d,malware,KGH_SPY,S0526
malware--8be7c69e-d8e3-4970-9668-61de08e508cc,malware,down_new,S0472
malware--8beac7c2-48d2-4cd9-9b15-6c452f38ac06,malware,Ixeshe,S0015
malware--8c050cea-86e1-4b63-bf21-7af4fa483349,malware,Micropsia,S0339
malware--8c1d01ff-fdc0-4586-99bd-c248e0761af5,malware,Kerrdown,S0585
malware--8c553311-0baa-4146-997a-f79acef3d831,malware,RARSTONE,S0055
malware--8caa18af-4758-4fd3-9600-e8af579e89ed,malware,VBShower,S0442
malware--8d242fb4-9033-4f13-8a88-4b9b4bcd9a53,malware,Black Basta,S1070
malware--8d9e758b-735f-4cbc-ba7c-32cd15138b2a,malware,Catchamas,S0261
malware--8dbadf80-468c-4a62-b817-4e4d8b606887,malware,StoneDrill,S0380
malware--8e101fdd-9f7f-4916-bb04-6bd9e94c129c,malware,OopsIE,S0264
malware--8e461ca3-0996-4e6e-a0df-e2a5bbc51ebc,malware,4H RAT,S0065
malware--8ec6e3b4-b06d-4805-b6aa-af916acc2122,malware,RogueRobin,S0270
malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa,malware,Attor,S0438
malware--8f460983-1bbb-4e7e-8094-f0b5e720f658,malware,DealersChoice,S0243
malware--8fc6c9e7-a162-4ca4-a488-f1819e9a7b06,malware,SQLRat,S0390
malware--9020f5c7-efde-4125-a4f1-1b70f1274ddd,malware,LitePower,S0680
malware--909617c3-6d87-4330-8f32-bd3af38c3b92,malware,MegaCortex,S0576
malware--91000a8a-58cc-4aba-9ad0-993ad6302b86,malware,StreamEx,S0142
malware--911fe4c3-444d-4e92-83b8-cc761ac5fd3b,malware,Ngrok,S9000
malware--919a056e-5104-43b9-ad55-2ac929108b71,malware,BoxCaon,S0651
malware--91c57ed3-7c32-4c68-b388-7db00cb8dac6,malware,NightClub,S1090
malware--925a6c52-5cf0-4fec-99de-b0d6917d8593,malware,Crutch,S0538
malware--92b03a94-7147-4952-9d5a-b4d24da7487c,malware,SDBbot,S0461
malware--92b55426-109f-4d93-899f-1833ce91ff90,malware,Mosquito,S0256
malware--92ec0cbd-2c30-44a2-b270-73f4ec949841,malware,RTM,S0148
malware--93289ecf-4d15-4d6b-a9c3-4ab27e145ef4,malware,QUIETCANARY,S1076
malware--93ae2edf-a598-4d2d-acd7-bcae0c021923,malware,TRITON,S0609
malware--94379dec-5c87-49db-b36e-66abc0b81344,malware,Derusbi,S0021
malware--94d6d788-07bb-4dcc-b62f-e02626b00108,malware,SodaMaster,S0627
malware--95047f03-4811-4300-922e-1ba937d53a61,malware,Hikit,S0009
malware--958b5d06-8bb0-4c5b-a2e7-0130fe654ac7,malware,Grandoreiro,S0531
malware--959f3b19-2dc8-48d5-8942-c66813a5101a,malware,WellMail,S0515
malware--95e2cbae-d82c-4f7b-b63c-16462015d35d,malware,LiteDuke,S0513
malware--96566860-9f11-4b6f-964d-1c924e4f24a4,malware,Starloader,S0188
malware--96b08451-b27a-4ff6-893f-790e26393a8e,malware,Sakula,S0074
malware--96eca9b9-b37f-42f1-96dc-a2c441403194,malware,VaporRage,S0636
malware--9752aef4-a1f3-4328-929f-b64eb0536090,malware,RawPOS,S0169
malware--979adb5a-dc30-48f0-9e3d-9a26d866928c,malware,Sibot,S0589
malware--97cfbdc6-504d-41e9-a46c-78a9f806ff0d,malware,ZxxZ,S1013
malware--988976ff-beeb-4fb5-b07d-ca7437ea66e8,malware,Tarrask,S1011
malware--98e8a977-3416-43aa-87fa-33e287e9c14c,malware,WINDSHIELD,S0155
malware--99164b38-1775-40bc-b77b-a2373b14540a,malware,Drovorub,S0502
malware--99854cc8-f202-4e03-aa0a-4f8a4af93229,malware,Shark,S1019
malware--99fdf3b4-96ef-4ab9-b191-fc683441cad0,malware,Bazar,S0534
malware--9abdda30-08e0-4ab1-9cf0-d447654c6de9,malware,Kobalos,S0641
malware--9af05de0-bc09-4511-a350-5eb8b06185c1,malware,BadPatch,S0337
malware--9b19d6b4-cfcb-492f-8ca8-8449e7331573,malware,MESSAGETAP,S0443
malware--9b325b06-35a1-457d-be46-a4ecc0b7ff0c,malware,RATANKBA,S0241
malware--9c10cede-c0bb-4c5c-91c0-8baec30abaf6,malware,SUGARDUMP,S1042
malware--9ca488bd-9587-48ef-b923-1743523e63b2,malware,SOUNDBITE,S0157
malware--9dbdadb6-fdbf-490f-a35f-38762d06a0d2,malware,BADCALL,S0245
malware--9e2bba94-950b-4fcf-8070-cb3f816c5f4e,malware,hcdLoader,S0071
malware--9e9b9415-a7df-406b-b14d-92bfe6809fbe,malware,Nidiran,S0118
malware--9ea525fa-b0a9-4dde-84f2-bcea0137b3c1,malware,MoonWind,S0149
malware--a020a61c-423f-4195-8c46-ba1d21abba37,malware,Ryuk,S0446
malware--a04d9a4c-bb52-40bf-98ec-e350c2d6a862,malware,Cryptoistic,S0498
malware--a0ab8a96-40c9-4483-8a54-3fafa6d6007a,malware,HermeticWiper,S0697
malware--a0ebedca-d558-4e48-8ff7-4bf76208d90c,malware,ABK,S0469
malware--a19c1197-9414-46e3-986f-0f609ff4a46b,malware,Pysa,S0583
malware--a19c49aa-36fe-4c05-b817-23e1c7a7d085,malware,Wiper,S0041
malware--a2282af0-f9dd-4373-9b92-eaf9e11e0c71,malware,Final1stspy,S0355
malware--a394448a-4576-41b8-81cc-9b61abad94ab,malware,ccf32,S1043
malware--a4f57468-fbd5-49e4-8476-52088220b92d,malware,Zebrocy,S0251
malware--a545456a-f9a7-47ad-9ea6-8b017def38d1,malware,Pandora,S0664
malware--a5528622-3a8a-4633-86ce-8cdaf8423858,malware,FinFisher,S0182
malware--a5575606-9b85-4e3d-9cd2-40ef30e3672d,malware,SpeakUp,S0374
malware--a5e91d50-24fa-44ec-9894-39a88f658cea,malware,CrossRAT,S0235
malware--a60657fa-e2e7-4f8f-8128-a882534ae8c5,malware,OwaAuth,S0072
malware--a705b085-1eae-455e-8f4d-842483d814eb,malware,Cadelspy,S0454
malware--a7881f21-e978-4fe4-af56-92c9416a2616,malware,Cobalt Strike,S0154
malware--a8839c95-029f-44cf-8f3d-a3cf2039e927,malware,SUNBURST,S0559
malware--a8a778f5-0035-4870-bb25-53dc05029586,malware,EvilBunny,S0396
malware--a8d3d497-2da9-4797-8e0b-ed176be08654,malware,Wingbird,S0176
malware--aa1462a1-d065-416c-b354-bedd04998c7f,malware,Cobian RAT,S0338
malware--aad11e34-02ca-4220-91cd-2ed420af4db3,malware,HotCroissant,S0431
malware--aae22730-e571-4d17-b037-65f2a3e26213,malware,ServHelper,S0382
malware--aaf3fa65-8b27-4e68-91de-2b7738fe4c82,malware,JCry,S0389
malware--ab3580c8-8435-4117-aace-3d9fbe46aa56,malware,Unknown Logger,S0130
malware--ac61f1f9-7bb1-465e-9b8a-c2ce8e88baf5,malware,REvil,S0496
malware--ad4f146f-e3ec-444a-ba71-24bffd7f0f8e,malware,RIPTIDE,S0003
malware--ade37ada-14af-4b44-b36c-210eec255d53,malware,Valak,S0476
malware--ae9d818d-95d0-41da-b045-9cabea1ca164,malware,PinchDuke,S0048
malware--aea6d6b8-d832-4c90-a1bb-f52c6684db6c,malware,Milan,S1015
malware--af2ad3b7-ab6a-4807-91fd-51bcaff9acbb,malware,USBStealer,S0136
malware--b00f90b6-c75c-4bfd-b813-ca9e6c9ebf29,malware,OSX_OCEANLOTUS.D,S0352
malware--b0f13390-cec7-4814-b37c-ccec01887faa,malware,CCBkdr,S0222
malware--b136d088-a829-432c-ac26-5529c26d4c7e,malware,OnionDuke,S0052
malware--b143dfa4-e944-43ff-8429-bfffc308c517,malware,Taidoor,S0011
malware--b1de6916-7a22-4460-8d26-6b5483ffaa2a,malware,SHIPSHAPE,S0028
malware--b2203c59-4089-4ee4-bfe1-28fa25f0dbfe,malware,Cherry Picker,S0107
malware--b2b0b946-be0a-4a7f-9c32-a2e5211d1cd9,malware,SUPERNOVA,S0578
malware--b2c5d3ca-b43a-4888-ad8d-e2d43497bf85,malware,P2P ZeuS,S0016
malware--b2d134a1-7bd5-4293-94d4-8fc978cb1cd7,malware,Kivars,S0437
malware--b30d999d-64e0-4e35-9856-884e4b83d611,malware,CaddyWiper,S0693
malware--b350b47f-88fe-4921-8538-6d9c59bac84e,malware,Cyclops Blink,S0687
malware--b42378e0-f147-496f-992a-26a49705395b,malware,PoisonIvy,S0012
malware--b45747dc-87ca-4597-a245-7e16a61bc491,malware,Seasalt,S0345
malware--b4783be3-35d9-4a56-ac8d-1f3e1c9d9a84,malware,NativeZone,S0637
malware--b4d80f8b-d2b9-4448-8844-4bef777ed676,malware,NanoCore,S0336
malware--b51797f7-57da-4210-b8ac-b8632ee75d70,malware,TajMahal,S0467
malware--b57f419e-8b12-49d3-886b-145383725dcd,malware,PLEAD,S0435
malware--b6b3dfc7-9a81-43ff-ac04-698bad48973a,malware,Daserf,S0187
malware--b7010785-699f-412f-ba49-524da6033c76,malware,GoldFinder,S0597
malware--b7e9880a-7a7c-4162-bddb-e28e8ef2bf1f,malware,Carbon,S0335
malware--b865dded-0553-4962-a44b-6fe7863effed,malware,LoJax,S0397
malware--b879758f-bbc4-4cab-b5ba-177ac9b009b4,malware,Cardinal RAT,S0348
malware--b8d48deb-450c-44f6-a934-ac8765aa89cb,malware,DanBot,S1014
malware--b8eb28e4-48a6-40ae-951a-328714f75eda,malware,BISCUIT,S0017
malware--b8fdef82-d2cf-4948-8949-6466357b1be1,malware,Calisto,S0274
malware--b96680d1-5eb3-4f07-b95c-00ab904ac236,malware,Pisloader,S0124
malware--b9704a7d-feef-4af9-8898-5280f1686326,malware,GoldenSpy,S0493
malware--b9799466-9dd7-4098-b2d6-f999ce50b9a8,malware,Gold Dragon,S0249
malware--b9eec47e-98f4-4b3c-b574-3fa8a87ebe05,malware,RGDoor,S0258
malware--ba09b86c-1c40-4ff1-bda0-0d8c4ca35997,malware,Ramsay,S0458
malware--bb3c1098-d654-4620-bf40-694386d28921,malware,FakeM,S0076
malware--bbcd7a02-ef24-4171-ac94-a93540173b94,malware,Carberp,S0484
malware--bd0536d7-b081-43ae-a773-cfb057c5b988,malware,HARDRAIN,S0246
malware--bd7a9e13-69fa-4243-a5e5-04326a63f9f2,malware,Pillowmint,S0517
malware--bdad6f3b-de88-42fa-9295-d29b5271808e,malware,TrailBlazer,S0682
malware--bdb27a1d-1844-42f1-a0c0-826027ae0326,malware,Revenge RAT,S0379
malware--bdee9574-7479-4073-a7dc-e86d8acd073a,malware,MacMa,S1016
malware--be25c1c0-1590-4219-a3d5-6f31799d1d1b,malware,FunnyDream,S1044
malware--bf48e7f8-752c-4ce8-bf8f-748edacd8fa6,malware,SUNSPOT,S0562
malware--bfd2738c-8b43-43c3-bc9f-d523c8e88bf4,malware,More_eggs,S0284
malware--c009560a-f097-45a3-8f9f-78ec1440a783,malware,SysUpdate,S0663
malware--c0c45d38-fe57-4cd4-b2b2-9ecd0ddd4ca9,malware,TinyZBot,S0004
malware--c113230f-f044-423b-af63-9b63c802f5ae,malware,OutSteel,S1017
malware--c13d9621-aca7-436b-ab3d-3a95badb3d00,malware,BackConfig,S0475
malware--c19d19ae-dd58-4584-8469-966bbeaa80e3,malware,PowGoop,S1046
malware--c2417bab-3189-4d4d-9d60-96de2cdaf0ab,malware,Kwampirs,S0236
malware--c251e4a5-9a2e-4166-8e42-442af75c3b9a,malware,Nerex,S0210
malware--c26f1c05-b861-4970-94dc-2f7f921a3074,malware,BoomBox,S0635
malware--c46eb8e6-bf29-4696-8008-3ddb0b4ca470,malware,DEADEYE,S1052
malware--c4de7d83-e875-4c88-8b5d-06c41e5b7e79,malware,PUNCHTRACK,S0197
malware--c541efb4-e7b1-4ad6-9da8-b4e113f5dd42,malware,Proton,S0279
malware--c5e9cb46-aced-466c-85ea-7db5572ad9ec,malware,Trojan.Mebromi,S0001
malware--c8b6cc43-ce61-42ae-87f3-a5f10526f952,malware,InnaputRAT,S0259
malware--c984b414-b766-44c5-814a-2fe96c913c12,malware,Kessel,S0487
malware--c9b99d03-ff11-4a48-95f0-82660d582c25,malware,GrimAgent,S0632
malware--c9ccc4df-1f56-49e7-ad57-b383e1451688,malware,LookBack,S0582
malware--cad3ba95-8c89-4146-ab10-08daa813f9de,malware,Clop,S0611
malware--cafd0bf8-2b9c-46c7-ae3c-3e0f42c5062e,malware,NetTraveler,S0033
malware--cb444a16-3ea5-4a91-88c6-f329adcb8af3,malware,YAHOYAH,S0388
malware--cb741463-f0fe-42e0-8d45-bc7e8335f5ae,malware,Lokibot,S0447
malware--cb7bcf6f-085f-41db-81ee-4b68481661b5,malware,CallMe,S0077
malware--cba78a1c-186f-4112-9e6a-be1839f030f7,malware,ROCKBOOT,S0112
malware--cbf646f1-7db5-4dc6-808b-0094313949df,malware,CloudDuke,S0054
malware--cc4c1287-9c86-4447-810c-744f3880ec37,malware,Egregor,S0554
malware--cc5497f7-a9e8-436f-94da-b2b4a9b9ad3c,malware,PoetRAT,S0428
malware--ccd61dfc-b03f-4689-8c18-7c97eab08472,malware,CHOPSTICK,S0023
malware--cf8df906-179c-4a78-bd6e-6605e30f6624,malware,FELIXROOT,S0267
malware--cfc75b0d-e579-40ae-ad07-a1ce00d49a6c,malware,ZxShell,S0412
malware--d1183cb9-258e-4f2f-8415-50ac8252c49e,malware,NDiskMonitor,S0272
malware--d1531eaa-9e17-473e-a680-3298469662c3,malware,CoinTicker,S0369
malware--d186c1d6-e3ac-4c3d-a534-9ddfeb8c57bb,malware,DDKONG,S0255
malware--d18cb958-f4ad-4fb3-bb4f-e8994d206550,malware,Penquin,S0587
malware--d1b7830a-fced-4be3-a99c-f495af9d9e1b,malware,BabyShark,S0414
malware--d20b397a-ea47-48a9-b503-2e2a3551e11d,malware,Cannon,S0351
malware--d23de441-f9cf-4802-b1ff-f588a11a896b,malware,CreepySnail,S1024
malware--d2c7f8ad-3b50-4cfa-bbb1-799eff06fb40,malware,build_downer,S0471
malware--d3105fb5-c494-4fd1-a7be-414eab9e0c96,malware,Melcoz,S0530
malware--d3afa961-a80c-4043-9509-282cdf69ab21,malware,Winnti for Windows,S0141
malware--d52291b4-bb23-45a8-aef0-3dc7e986ba15,malware,PowerPunch,S0685
malware--d5268dfb-ae2b-4e0e-ac07-02a460613d8a,malware,BONDUPDATER,S0360
malware--d69c8146-ab35-4d50-8382-6fc80e641d43,malware,BLACKCOFFEE,S0069
malware--d6b3fcd0-1c86-4350-96f0-965ed02fcc51,malware,Ebury,S0377
malware--d6e55656-e43f-411f-a7af-45df650471c5,malware,Kinsing,S0599
malware--d79e7a60-5de9-448e-a074-f95d2d80f8d0,malware,Meteor,S0688
malware--d906e6f7-434c-44c0-b51a-ed50af8f7945,malware,njRAT,S0385
malware--d9f7383c-95ec-4080-bbce-121c9384457b,malware,Maze,S0449
malware--da2ef4a9-7cbe-400a-a379-e2f230f28db3,malware,BOOTRASH,S0114
malware--da5880b4-f7da-4869-85f2-e0aba84b8565,malware,ComRAT,S0126
malware--db1355a7-e5c9-4e2c-8da7-eccf2ae9bf5c,malware,TURNEDUP,S0199
malware--dc5d1a33-62aa-4a0c-aa8c-589b87beb11e,malware,ChChes,S0144
malware--dcac85c1-6485-4790-84f6-de5e6f6b91dd,malware,PowerStallion,S0393
malware--dcd9548e-df9e-47c2-81f3-bc084289959d,malware,ANDROMEDA,S1074
malware--dd889a55-fb2c-4ec7-8e9f-c399939a49e1,malware,IceApple,S1022
malware--de6cb631-52f6-4169-a73b-7965390b0c30,malware,JPIN,S0201
malware--df350889-4de9-44e5-8cb3-888b8343e97c,malware,metaMain,S1059
malware--df4cd566-ff2f-4d08-976d-8c86e95782de,malware,SideTwist,S0610
malware--df9b350b-d4f9-4e79-a826-75cc75fbc1eb,malware,KOCTOPUS,S0669
malware--dfa03c7d-79ed-4ce2-b9d1-ddc9dbf56ad2,malware,MechaFlounder,S0459
malware--dfb5fa9b-3051-4b97-8035-08f80aef945b,malware,Psylo,S0078
malware--dff90475-9f72-41a6-84ed-1fbefd3874c0,malware,Heyoka Backdoor,S1027
malware--e066bf86-9cfb-407a-9d25-26fd5d91e360,malware,HTTPBrowser,S0070
malware--e1161124-f22e-487f-9d5f-ed8efc8dcd61,malware,Mis-Type,S0084
malware--e14085cb-0e8d-4be6-92ba-e3b93ee5978f,malware,XCSSET,S0658
malware--e1445afd-c359-45ed-8f27-626dc4d5e157,malware,Disco,S1088
malware--e170995d-4f61-4f17-b60e-04f9a06ee517,malware,Dipsind,S0200
malware--e2031fd5-02c2-43d4-85e2-b64f474530c2,malware,Octopus,S0340
malware--e221eb77-1502-4129-af1d-fe1ad55e7ec6,malware,KillDisk,S0607
malware--e2d34c63-6f5a-41f5-86a2-e2380f27f858,malware,AppleJeus,S0584
malware--e33e4603-afab-402d-b2a1-248d435b5fe0,malware,SoreFang,S0516
malware--e355fc84-6f3c-4888-8e0a-d7fa9c378532,malware,STARWHALE,S1037
malware--e3cedcfe-6515-4348-af65-7f2c4157bf0d,malware,MirageFox,S0280
malware--e401d4fe-f0c9-44f0-98e6-f93487678808,malware,Industroyer,S0604
malware--e48df773-7c95-4a4c-ba70-ea3d15900148,malware,DownPaper,S0186
malware--e494ad79-37ee-4cd0-866b-299c521d8b94,malware,Socksbot,S0273
malware--e669bb87-f773-4c7b-bfcc-a9ffebfdd8d4,malware,HIDEDRV,S0135
malware--e6ef745b-077f-42e1-a37d-29eecff9c754,malware,CozyCar,S0046
malware--e7863f5d-cb6a-4f81-8804-0a635eec160a,malware,Kevin,S1020
malware--e7a5229f-05eb-440e-b982-9a6d2b2b87c8,malware,Agent Tesla,S0331
malware--e811ff6a-4cef-4856-a6ae-a7daf9ed39ae,malware,Pasam,S0208
malware--e8268361-a599-4e45-bd3f-71c8c7e700c0,malware,httpclient,S0068
malware--e8545794-b98c-492b-a5b3-4b5a02682e37,malware,POWERSTATS,S0223
malware--e85cae1a-bce3-4ac4-b36b-b00acac0567b,malware,POWERTON,S0371
malware--e928333f-f3df-4039-9b8b-556c2add0e42,malware,ECCENTRICBANDWAGON,S0593
malware--e9595678-d269-469e-ae6b-75e49259de63,malware,BADNEWS,S0128
malware--e9e9bfe2-76f4-4870-a2a1-b7af89808613,malware,Linfo,S0211
malware--eac3d77f-2b7b-4599-ba74-948dc16633ad,malware,Goopy,S0477
malware--ec9e00dd-0313-4d5b-8105-c20aa47abffc,malware,ShadowPad,S0596
malware--ecc2f65a-b452-4eaf-9689-7e181f17f7a5,malware,Remexi,S0375
malware--edb24a93-1f7a-4bbf-a738-1397a14662c6,malware,Astaroth,S0373
malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9,malware,QakBot,S0650
malware--edf5aee2-9b1c-4252-8e64-25b12f14c8b3,malware,SYSCON,S0464
malware--eedc01d5-95e6-4d21-bcd4-1121b1df4586,malware,CookieMiner,S0492
malware--ef2247bf-8062-404b-894f-d65d00564817,malware,Hancitor,S0499
malware--efa7c4d6-8e30-41d9-a8fd-26dc337f4a1b,malware,Gelsemium,S0666
malware--efece7e8-e40b-49c2-9f84-c55c5c93d05c,malware,jRAT,S0283
malware--eff1a885-6f90-42a1-901f-eef6e7a1905e,malware,Helminth,S0170
malware--f01e2711-4b48-4192-a2e8-5f56c945ca19,malware,Dridex,S0384
malware--f0fc920e-57a3-4af5-89be-9ea594c8b1ea,malware,BBK,S0470
malware--f108215f-3487-489d-be8b-80e346d32518,malware,Komplex,S0162
malware--f1314e75-ada8-49f4-b281-b1fb8b48f2a7,malware,OSX/Shlayer,S0402
malware--f25aab1a-0cef-4910-a85d-bb38b32ea41a,malware,Denis,S0354
malware--f2e8c7a1-cae1-45c4-baf0-6f21bdcbb2c2,malware,GLOOXMAIL,S0026
malware--f36b2598-515f-4345-84e5-5ccde253edbe,malware,Dok,S0281
malware--f3f1fbed-7e29-49cb-8579-4a378f858deb,malware,Waterbear,S0579
malware--f464354c-7103-47c6-969b-8766f0157ed2,malware,FIVEHANDS,S0618
malware--f4c80d39-ce10-4f74-9b50-a7e3f5df1f2e,malware,Comnie,S0244
malware--f4d8a2d6-c684-453a-8a14-cf4a94f755c5,malware,Vasport,S0207
malware--f5352566-1a64-49ac-8f7f-97e1d1a03300,malware,AutoIt backdoor,S0129
malware--f559f945-eb8b-48b1-904c-68568deebed3,malware,JSS Loader,S0648
malware--f6ae7a52-f3b6-4525-9daf-640c083f006e,malware,PHOREAL,S0158
malware--f6d1d2cb-12f5-4221-9636-44606ea1f3f8,malware,OSInfo,S0165
malware--f72251cb-2be5-421f-a081-99c29a1209e7,malware,MacSpy,S0282
malware--f74a5069-015d-4404-83ad-5ca01056c0dc,malware,Lizar,S0681
malware--f8774023-8021-4ece-9aca-383ac89d2759,malware,Dtrack,S0567
malware--f8dfbc54-b070-4224-b560-79aaa5f835bd,malware,H1N1,S0132
malware--f931a0b9-0361-4b1b-bacf-955062c35746,malware,Seth-Locker,S0639
malware--f99f3dcc-683f-4936-8791-075ac5e58f10,malware,LoudMiner,S0451
malware--f9b05f33-d45d-4e4d-aafe-c208d38a0080,malware,Azorult,S0344
malware--fa766a65-5136-4ff3-8429-36d08eaa0100,malware,BitPaymer,S0570
malware--fb261c56-b80e-43a9-8351-c84081e7213d,malware,BACKSPACE,S0031
malware--fb28627c-d6ea-4c35-b138-ab5e96ae5445,malware,Zox,S0672
malware--fb4e3792-e915-4fdd-a9cd-92dfa2ace7aa,malware,UPPERCUT,S0275
malware--fb575479-14ef-41e9-bfab-0b7cf10bec73,malware,ADVSTORESHELL,S0045
malware--fb78294a-7d7a-4d38-8ad0-92e67fddc9f0,malware,StrifeWater,S1034
malware--fbb470da-1d44-4f29-bbb3-9efbe20f94a3,malware,Mivast,S0080
malware--fc774af4-533b-4724-96d2-ac1026316794,malware,HiddenWasp,S0394
malware--fde19a18-e502-467f-be14-58c71b4e7f4b,malware,WarzoneRAT,S0670
malware--fde50aaa-f5de-4cb8-989a-babb57d6a704,malware,Net Crawler,S0056
malware--feb2d7bb-aacb-48df-ad04-ccf41a30cd90,malware,SLOTHFULMEDIA,S0533
malware--fece06b7-d4b1-42cf-b81a-5323c917546e,malware,FALLCHILL,S0181
malware--ff41b9b6-4c1d-407b-a7e2-835109c8dbc5,malware,Small Sieve,S1035
malware--ff6840c9-4c87-4d07-bbb6-9f50aa33d498,malware,Flame,S0143
malware--ff7ed9c1-dca3-4e62-9da6-72c5d388b8fa,malware,HermeticWizard,S0698
marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168,marking-definition,,
tool--03342581-f790-4f03-ba41-e82e67392e23,tool,Net,S0039
tool--03c6e0ea-96d3-4b23-9afb-05055663cf4b,tool,RemoteUtilities,S0592
tool--066b057c-944e-4cfc-b654-e3dfba04b926,tool,BloodHound,S0521
tool--0a68f1f1-da74-4d28-8d9a-696c082706cc,tool,certutil,S0160
tool--0c8465c0-d0b4-4670-992e-4eee8d7ff952,tool,at,S0110
tool--102c3898-85e0-43ee-ae28-62a0a3ed9507,tool,UACMe,S0116
tool--115f88dd-0618-4389-83cb-98d33ae81848,tool,ShimRatReporter,S0445
tool--11f8d7eb-1927-4806-9267-3a11d4d4d6be,tool,Sliver,S0633
