control_id,control_name,relationship,technique_id,technique_name,tactic_id,tactic_name
CM-2,Baseline Configuration,mitigates,T1211,Exploitation for Defense Evasion,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1216,System Script Proxy Execution,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1216.001,PubPrn,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1218.003,CMSTP,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1218.004,InstallUtil,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1218.007,Msiexec,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1218.008,Odbcconf,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1218.009,Regsvcs/Regasm,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1218.012,Verclsid,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1218.013,Mavinject,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1218.014,MMC,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1219,Remote Access Software,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1221,Template Injection,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1486,Data Encrypted for Impact,TA0040,Impact
CM-2,Baseline Configuration,mitigates,T1490,Inhibit System Recovery,TA0040,Impact
CM-2,Baseline Configuration,mitigates,T1491,Defacement,TA0040,Impact
CM-2,Baseline Configuration,mitigates,T1491.001,Internal Defacement,TA0040,Impact
CM-2,Baseline Configuration,mitigates,T1491.002,External Defacement,TA0040,Impact
CM-2,Baseline Configuration,mitigates,T1505,Server Software Component,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1505.003,Web Shell,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1525,Implant Internal Image,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1543,Create or Modify System Process,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1543.001,Launch Agent,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1543.003,Windows Service,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1546,Event Triggered Execution,TA0004,Privilege Escalation
CM-2,Baseline Configuration,mitigates,T1546.002,Screensaver,TA0004,Privilege Escalation
CM-2,Baseline Configuration,mitigates,T1546.003,Windows Management Instrumentation Event Subscription,TA0004,Privilege Escalation
CM-2,Baseline Configuration,mitigates,T1546.006,LC_LOAD_DYLIB Addition,TA0004,Privilege Escalation
CM-2,Baseline Configuration,mitigates,T1547.003,Time Providers,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1547.007,Re-opened Applications,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1547.008,LSASS Driver,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1548.002,Bypass User Account Control,TA0004,Privilege Escalation
CM-2,Baseline Configuration,mitigates,T1548.003,Sudo and Sudo Caching,TA0004,Privilege Escalation
CM-2,Baseline Configuration,mitigates,T1550.001,Application Access Token,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1553.001,Gatekeeper Bypass,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1553.005,Mark-of-the-Web Bypass,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1556.004,Network Device Authentication,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1558,Steal or Forge Kerberos Tickets,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1558.003,Kerberoasting,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1559,Inter-Process Communication,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1559.002,Dynamic Data Exchange,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1562,Impair Defenses,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1562.001,Disable or Modify Tools,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1562.003,Impair Command History Logging,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1562.006,Indicator Blocking,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1562.010,Downgrade Attack,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1565,Data Manipulation,TA0040,Impact
CM-2,Baseline Configuration,mitigates,T1565.001,Stored Data Manipulation,TA0040,Impact
CM-2,Baseline Configuration,mitigates,T1565.002,Transmitted Data Manipulation,TA0040,Impact
CM-2,Baseline Configuration,mitigates,T1570,Lateral Tool Transfer,TA0008,Lateral Movement
CM-2,Baseline Configuration,mitigates,T1574,Hijack Execution Flow,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1574.007,Path Interception by PATH Environment Variable,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1602.002,Network Device Configuration Dump,TA0009,Collection
CM-2,Baseline Configuration,mitigates,T1001,Data Obfuscation,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1001.001,Junk Data,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1001.002,Steganography,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1001.003,Protocol Impersonation,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1003,OS Credential Dumping,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1003.004,LSA Secrets,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1003.005,Cached Domain Credentials,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1003.006,DCSync,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1003.007,Proc Filesystem,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1003.008,/etc/passwd and /etc/shadow,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1008,Fallback Channels,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1021.002,SMB/Windows Admin Shares,TA0008,Lateral Movement
CM-2,Baseline Configuration,mitigates,T1021.003,Distributed Component Object Model,TA0008,Lateral Movement
CM-2,Baseline Configuration,mitigates,T1021.004,SSH,TA0008,Lateral Movement
CM-2,Baseline Configuration,mitigates,T1021.005,VNC,TA0008,Lateral Movement
CM-2,Baseline Configuration,mitigates,T1021.006,Windows Remote Management,TA0008,Lateral Movement
CM-2,Baseline Configuration,mitigates,T1029,Scheduled Transfer,TA0010,Exfiltration
CM-2,Baseline Configuration,mitigates,T1030,Data Transfer Size Limits,TA0010,Exfiltration
CM-2,Baseline Configuration,mitigates,T1036,Masquerading,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1036.001,Invalid Code Signature,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1036.003,Rename System Utilities,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1036.005,Match Legitimate Name or Location,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1036.007,Double File Extension,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1037,Boot or Logon Initialization Scripts,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1037.003,Network Logon Script,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1037.004,RC Scripts,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1048,Exfiltration Over Alternative Protocol,TA0010,Exfiltration
CM-2,Baseline Configuration,mitigates,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,TA0010,Exfiltration
CM-2,Baseline Configuration,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,TA0010,Exfiltration
CM-2,Baseline Configuration,mitigates,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,TA0010,Exfiltration
CM-2,Baseline Configuration,mitigates,T1052,Exfiltration Over Physical Medium,TA0010,Exfiltration
CM-2,Baseline Configuration,mitigates,T1052.001,Exfiltration over USB,TA0010,Exfiltration
CM-2,Baseline Configuration,mitigates,T1059.003,Windows Command Shell,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1059.004,Unix Shell,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1059.006,Python,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1059.007,JavaScript,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1070.002,Clear Linux or Mac System Logs,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1071,Application Layer Protocol,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1071.001,Web Protocols,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1071.002,File Transfer Protocols,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1071.003,Mail Protocols,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1071.004,DNS,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1072,Software Deployment Tools,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1080,Taint Shared Content,TA0008,Lateral Movement
CM-2,Baseline Configuration,mitigates,T1090,Proxy,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1090.001,Internal Proxy,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1090.002,External Proxy,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1092,Communication Through Removable Media,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1102,Web Service,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1102.001,Dead Drop Resolver,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1102.002,Bidirectional Communication,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1102.003,One-Way Communication,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1104,Multi-Stage Channels,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1110,Brute Force,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1110.003,Password Spraying,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1110.004,Credential Stuffing,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1114,Email Collection,TA0009,Collection
CM-2,Baseline Configuration,mitigates,T1114.002,Remote Email Collection,TA0009,Collection
CM-2,Baseline Configuration,mitigates,T1127,Trusted Developer Utilities Proxy Execution,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1127.001,MSBuild,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1132,Data Encoding,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1132.001,Standard Encoding,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1132.002,Non-Standard Encoding,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1134.005,SID-History Injection,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1137,Office Application Startup,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1137.001,Office Template Macros,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1137.002,Office Test,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1137.003,Outlook Forms,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1137.004,Outlook Home Page,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1137.005,Outlook Rules,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1137.006,Add-ins,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1185,Browser Session Hijacking,TA0009,Collection
CM-2,Baseline Configuration,mitigates,T1187,Forced Authentication,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1204.001,Malicious Link,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1204.003,Malicious Image,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1213,Data from Information Repositories,TA0009,Collection
CM-2,Baseline Configuration,mitigates,T1213.001,Confluence,TA0009,Collection
CM-2,Baseline Configuration,mitigates,T1213.002,Sharepoint,TA0009,Collection
CM-2,Baseline Configuration,mitigates,T1218.001,Compiled HTML File,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1218.002,Control Panel,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1218.005,Mshta,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1220,XSL Script Processing,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1484,Domain or Tenant Policy Modification,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1485,Data Destruction,TA0040,Impact
CM-2,Baseline Configuration,mitigates,T1505.001,SQL Stored Procedures,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1505.002,Transport Agent,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1505.004,IIS Components,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1539,Steal Web Session Cookie,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1542.004,ROMMONkit,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1542.005,TFTP Boot,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1543.002,Systemd Service,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1543.004,Launch Daemon,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1546.004,Unix Shell Configuration Modification,TA0004,Privilege Escalation
CM-2,Baseline Configuration,mitigates,T1546.010,AppInit DLLs,TA0004,Privilege Escalation
CM-2,Baseline Configuration,mitigates,T1546.013,PowerShell Profile,TA0004,Privilege Escalation
CM-2,Baseline Configuration,mitigates,T1546.014,Emond,TA0004,Privilege Escalation
CM-2,Baseline Configuration,mitigates,T1547.013,XDG Autostart Entries,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1548,Abuse Elevation Control Mechanism,TA0004,Privilege Escalation
CM-2,Baseline Configuration,mitigates,T1548.004,Elevated Execution with Prompt,TA0004,Privilege Escalation
CM-2,Baseline Configuration,mitigates,T1550.003,Pass the Ticket,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1552,Unsecured Credentials,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1552.001,Credentials In Files,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1552.004,Private Keys,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1552.006,Group Policy Preferences,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1553,Subvert Trust Controls,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1553.003,SIP and Trust Provider Hijacking,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1554,Compromise Host Software Binary,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1555.005,Password Managers,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1557.002,ARP Cache Poisoning,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1558.001,Golden Ticket,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1558.002,Silver Ticket,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1558.004,AS-REP Roasting,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1559.001,Component Object Model,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1561,Disk Wipe,TA0040,Impact
CM-2,Baseline Configuration,mitigates,T1561.001,Disk Content Wipe,TA0040,Impact
CM-2,Baseline Configuration,mitigates,T1561.002,Disk Structure Wipe,TA0040,Impact
CM-2,Baseline Configuration,mitigates,T1562.002,Disable Windows Event Logging,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1562.004,Disable or Modify System Firewall,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1563,Remote Service Session Hijacking,TA0008,Lateral Movement
CM-2,Baseline Configuration,mitigates,T1563.001,SSH Hijacking,TA0008,Lateral Movement
CM-2,Baseline Configuration,mitigates,T1563.002,RDP Hijacking,TA0008,Lateral Movement
CM-2,Baseline Configuration,mitigates,T1564.006,Run Virtual Instance,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1564.007,VBA Stomping,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1564.009,Resource Forking,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1566,Phishing,TA0001,Initial Access
CM-2,Baseline Configuration,mitigates,T1566.001,Spearphishing Attachment,TA0001,Initial Access
CM-2,Baseline Configuration,mitigates,T1569,System Services,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1569.002,Service Execution,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1571,Non-Standard Port,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1572,Protocol Tunneling,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1573,Encrypted Channel,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1573.001,Symmetric Cryptography,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1573.002,Asymmetric Cryptography,TA0011,Command and Control
CM-2,Baseline Configuration,mitigates,T1574.001,DLL Search Order Hijacking,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1574.004,Dylib Hijacking,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1574.005,Executable Installer File Permissions Weakness,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1574.008,Path Interception by Search Order Hijacking,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1574.009,Path Interception by Unquoted Path,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1574.010,Services File Permissions Weakness,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1598,Phishing for Information,TA0043,Reconnaissance
CM-2,Baseline Configuration,mitigates,T1598.002,Spearphishing Attachment,TA0043,Reconnaissance
CM-2,Baseline Configuration,mitigates,T1599.001,Network Address Translation Traversal,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1601,Modify System Image,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1601.001,Patch System Image,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1601.002,Downgrade System Image,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1602,Data from Configuration Repository,TA0009,Collection
CM-2,Baseline Configuration,mitigates,T1602.001,SNMP (MIB Dump),TA0009,Collection
CM-2,Baseline Configuration,mitigates,T1003.001,LSASS Memory,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1003.002,Security Account Manager,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1003.003,NTDS,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1046,Network Service Discovery,TA0007,Discovery
CM-2,Baseline Configuration,mitigates,T1068,Exploitation for Privilege Escalation,TA0004,Privilege Escalation
CM-2,Baseline Configuration,mitigates,T1091,Replication Through Removable Media,TA0008,Lateral Movement
CM-2,Baseline Configuration,mitigates,T1110.001,Password Guessing,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1110.002,Password Cracking,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1111,Multi-Factor Authentication Interception,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1119,Automated Collection,TA0009,Collection
CM-2,Baseline Configuration,mitigates,T1133,External Remote Services,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1201,Password Policy Discovery,TA0007,Discovery
CM-2,Baseline Configuration,mitigates,T1212,Exploitation for Credential Access,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1218,System Binary Proxy Execution,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1528,Steal Application Access Token,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1530,Data from Cloud Storage,TA0009,Collection
CM-2,Baseline Configuration,mitigates,T1555.004,Windows Credential Manager,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1556,Modify Authentication Process,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1557,Adversary-in-the-Middle,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1566.002,Spearphishing Link,TA0001,Initial Access
CM-2,Baseline Configuration,mitigates,T1598.003,Spearphishing Link,TA0043,Reconnaissance
CM-2,Baseline Configuration,mitigates,T1599,Network Boundary Bridging,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1204,User Execution,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1204.002,Malicious File,TA0002,Execution
CM-2,Baseline Configuration,mitigates,T1557.003,DHCP Spoofing,TA0006,Credential Access
CM-2,Baseline Configuration,mitigates,T1070.007,Clear Network Connection History and Configurations,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1070.008,Clear Mailbox Data,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1070.009,Clear Persistence,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1505.005,Terminal Services DLL,TA0003,Persistence
CM-2,Baseline Configuration,mitigates,T1622,Debugger Evasion,TA0005,Defense Evasion
CM-2,Baseline Configuration,mitigates,T1647,Plist File Modification,TA0005,Defense Evasion
MP-7,Media Use,mitigates,T1025,Data from Removable Media,TA0009,Collection
MP-7,Media Use,mitigates,T1052,Exfiltration Over Physical Medium,TA0010,Exfiltration
MP-7,Media Use,mitigates,T1052.001,Exfiltration over USB,TA0010,Exfiltration
MP-7,Media Use,mitigates,T1092,Communication Through Removable Media,TA0011,Command and Control
MP-7,Media Use,mitigates,T1091,Replication Through Removable Media,TA0008,Lateral Movement
MP-7,Media Use,mitigates,T1200,Hardware Additions,TA0001,Initial Access
CA-2,Control Assessments,mitigates,T1190,Exploit Public-Facing Application,TA0001,Initial Access
CA-2,Control Assessments,mitigates,T1195,Supply Chain Compromise,TA0001,Initial Access
CA-2,Control Assessments,mitigates,T1195.001,Compromise Software Dependencies and Development Tools,TA0001,Initial Access
CA-2,Control Assessments,mitigates,T1195.002,Compromise Software Supply Chain,TA0001,Initial Access
CA-2,Control Assessments,mitigates,T1210,Exploitation of Remote Services,TA0008,Lateral Movement
SC-41,Port and I/O Device Access,mitigates,T1025,Data from Removable Media,TA0009,Collection
SC-41,Port and I/O Device Access,mitigates,T1052,Exfiltration Over Physical Medium,TA0010,Exfiltration
SC-41,Port and I/O Device Access,mitigates,T1052.001,Exfiltration over USB,TA0010,Exfiltration
SC-41,Port and I/O Device Access,mitigates,T1091,Replication Through Removable Media,TA0008,Lateral Movement
SC-41,Port and I/O Device Access,mitigates,T1200,Hardware Additions,TA0001,Initial Access
AC-23,Data Mining Protection,mitigates,T1567,Exfiltration Over Web Service,TA0010,Exfiltration
AC-23,Data Mining Protection,mitigates,T1025,Data from Removable Media,TA0009,Collection
AC-23,Data Mining Protection,mitigates,T1041,Exfiltration Over C2 Channel,TA0010,Exfiltration
AC-23,Data Mining Protection,mitigates,T1048,Exfiltration Over Alternative Protocol,TA0010,Exfiltration
AC-23,Data Mining Protection,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,TA0010,Exfiltration
AC-23,Data Mining Protection,mitigates,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,TA0010,Exfiltration
AC-23,Data Mining Protection,mitigates,T1052,Exfiltration Over Physical Medium,TA0010,Exfiltration
AC-23,Data Mining Protection,mitigates,T1052.001,Exfiltration over USB,TA0010,Exfiltration
AC-23,Data Mining Protection,mitigates,T1213,Data from Information Repositories,TA0009,Collection
AC-23,Data Mining Protection,mitigates,T1213.001,Confluence,TA0009,Collection
AC-23,Data Mining Protection,mitigates,T1213.002,Sharepoint,TA0009,Collection
AC-23,Data Mining Protection,mitigates,T1005,Data from Local System,TA0009,Collection
AC-23,Data Mining Protection,mitigates,T1133,External Remote Services,TA0003,Persistence
AC-23,Data Mining Protection,mitigates,T1552.007,Container API,TA0006,Credential Access
SA-16,Developer-provided Training,mitigates,T1078.004,Cloud Accounts,TA0005,Defense Evasion
SA-16,Developer-provided Training,mitigates,T1078.001,Default Accounts,TA0005,Defense Evasion
SA-16,Developer-provided Training,mitigates,T1078.003,Local Accounts,TA0005,Defense Evasion
SA-16,Developer-provided Training,mitigates,T1574.002,DLL Side-Loading,TA0003,Persistence
SA-16,Developer-provided Training,mitigates,T1078,Valid Accounts,TA0005,Defense Evasion
SA-3,System Development Life Cycle,mitigates,T1078.004,Cloud Accounts,TA0005,Defense Evasion
SA-3,System Development Life Cycle,mitigates,T1213.003,Code Repositories,TA0009,Collection
SA-3,System Development Life Cycle,mitigates,T1078.001,Default Accounts,TA0005,Defense Evasion
SA-3,System Development Life Cycle,mitigates,T1078.003,Local Accounts,TA0005,Defense Evasion
SA-3,System Development Life Cycle,mitigates,T1574.002,DLL Side-Loading,TA0003,Persistence
SA-3,System Development Life Cycle,mitigates,T1078,Valid Accounts,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1078.004,Cloud Accounts,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1213.003,Code Repositories,TA0009,Collection
SA-11,Developer Testing and Evaluation,mitigates,T1495,Firmware Corruption,TA0040,Impact
SA-11,Developer Testing and Evaluation,mitigates,T1505,Server Software Component,TA0003,Persistence
SA-11,Developer Testing and Evaluation,mitigates,T1078.001,Default Accounts,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1078.003,Local Accounts,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1134.005,SID-History Injection,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1505.001,SQL Stored Procedures,TA0003,Persistence
SA-11,Developer Testing and Evaluation,mitigates,T1505.002,Transport Agent,TA0003,Persistence
SA-11,Developer Testing and Evaluation,mitigates,T1505.004,IIS Components,TA0003,Persistence
SA-11,Developer Testing and Evaluation,mitigates,T1542,Pre-OS Boot,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1542.001,System Firmware,TA0003,Persistence
SA-11,Developer Testing and Evaluation,mitigates,T1542.003,Bootkit,TA0003,Persistence
SA-11,Developer Testing and Evaluation,mitigates,T1542.004,ROMMONkit,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1542.005,TFTP Boot,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1552,Unsecured Credentials,TA0006,Credential Access
SA-11,Developer Testing and Evaluation,mitigates,T1552.001,Credentials In Files,TA0006,Credential Access
SA-11,Developer Testing and Evaluation,mitigates,T1552.002,Credentials in Registry,TA0006,Credential Access
SA-11,Developer Testing and Evaluation,mitigates,T1552.004,Private Keys,TA0006,Credential Access
SA-11,Developer Testing and Evaluation,mitigates,T1552.006,Group Policy Preferences,TA0006,Credential Access
SA-11,Developer Testing and Evaluation,mitigates,T1553,Subvert Trust Controls,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1553.006,Code Signing Policy Modification,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1558.004,AS-REP Roasting,TA0006,Credential Access
SA-11,Developer Testing and Evaluation,mitigates,T1574.002,DLL Side-Loading,TA0003,Persistence
SA-11,Developer Testing and Evaluation,mitigates,T1601,Modify System Image,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1601.001,Patch System Image,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1601.002,Downgrade System Image,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1612,Build Image on Host,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1078,Valid Accounts,TA0005,Defense Evasion
SA-11,Developer Testing and Evaluation,mitigates,T1195.003,Compromise Hardware Supply Chain,TA0001,Initial Access
SA-11,Developer Testing and Evaluation,mitigates,T1528,Steal Application Access Token,TA0006,Credential Access
SA-11,Developer Testing and Evaluation,mitigates,T1559.003,XPC Services,TA0002,Execution
